Player,Team,Position,DRS,FramingRuns Saved,PitchesFramed,StolenBase Runs,PickoffRuns,ThrowingRuns,INF GBRuns,DP RunsStart,DP RunsPivot,IFFBRuns,BuntRuns,OF FlyBallRuns,OF ArmRuns,BlockingRuns
"Brendan Conner","UAB","P","0.44","0.00","0","0.00","0.00","0.00","0.47","-0.03","0.00","0.00","0.00","0.00","0.00","0.00"
"Omari Johnson","Southern","LF","0.44","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.44","0.00","0.00"
"Lucas Stone","Northern Colorado","P","0.44","0.00","0","0.00","0.00","0.00","0.45","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Aubrey Kearns","Morehead State","2B","0.44","0.00","0","0.00","0.00","0.00","0.46","-0.03","0.00","0.01","0.00","0.00","0.00","0.00"
"Dean Spoto","Belmont","3B","0.44","0.00","0","0.00","0.00","0.00","0.47","-0.04","0.00","0.01","0.00","0.00","0.00","0.00"
"Brandon Hsu","George Mason","P","0.44","0.00","0","0.00","0.00","0.00","0.38","0.00","0.00","0.00","0.07","0.00","0.00","0.00"
"Sam Grunberg","Jacksonville","1B","0.44","0.00","0","0.00","0.00","0.00","0.71","-0.07","0.03","0.05","-0.28","0.00","0.00","0.00"
"Nathan Wood","South Alabama","1B","0.44","0.00","0","0.00","0.00","0.00","0.44","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Nolan Barry","Illinois State","1B","0.44","0.00","0","0.00","0.00","0.00","0.46","0.00","-0.02","0.00","0.00","0.00","0.00","0.00"
"Michael Bilo","Wright State","P","0.44","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.44","0.00","0.00","0.00"
"Riley Miller","UAB","P","0.44","0.00","0","0.00","0.00","0.00","0.06","0.00","0.00","0.00","0.38","0.00","0.00","0.00"
"Nick Koch","Merrimack","RF","0.44","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.44","0.00","0.00"
"Bennett Shealor","Gardner-Webb","C","0.44","1.00","74","0.18","0.00","0.18","0.00","0.00","-0.02","0.01","0.00","0.00","0.00","-0.73"
"Mario Pesca","Oklahoma State","P","0.44","0.00","0","0.00","0.00","0.00","0.47","-0.03","0.00","0.00","0.00","0.00","0.00","0.00"
"Josh Livingston","Texas","3B","0.44","0.00","0","0.00","0.00","0.00","0.44","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Chase Richter","Arkansas State","P","0.44","0.00","0","0.00","0.00","0.00","0.35","-0.03","0.00","0.00","0.13","0.00","0.00","0.00"
"Manny Salas","Texas State","1B","0.44","0.00","0","0.00","0.00","0.00","0.43","-0.02","0.02","0.00","0.00","0.00","0.00","0.00"
"Corden Pettey","Cal Poly","P","0.44","0.00","0","0.00","0.00","0.00","0.45","-0.01","0.00","0.00","0.00","0.00","0.00","0.00"
"Chipper Beck","Utah Valley","2B","0.44","0.00","0","0.00","0.00","0.00","0.47","-0.03","0.00","0.00","0.00","0.00","0.00","0.00"
"Caden Greanead","Abilene Christian","P","0.44","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.44","0.00","0.00","0.00"
"Will Lawrence","Samford","1B","0.44","0.00","0","0.00","0.00","0.00","0.44","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Ty Peeples","Georgia","CF","0.44","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.44","0.00","0.00"
"Rees Kozar","Niagara","C","0.44","0.43","143","-0.34","0.00","-0.34","0.00","0.00","-0.02","0.00","0.00","0.00","0.00","0.36"
"Cole Clark","California","P","0.44","0.00","0","0.00","0.00","0.00","0.47","-0.03","0.00","0.00","0.00","0.00","0.00","0.00"
"Jett Humphreys","William & Mary","2B","0.44","0.00","0","0.00","0.00","0.00","0.62","0.18","0.00","-0.36","0.00","0.00","0.00","0.00"
"Eli Stephens","Mercer","C","0.44","0.24","16","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.20"
"Aydan McNelly","Marist","1B","0.44","0.00","0","0.00","0.00","0.00","0.44","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Fabian Ramirez","Lamar","P","0.44","0.00","0","0.00","0.00","0.00","0.31","0.12","0.00","0.01","0.00","0.00","0.00","0.00"
"Mike Polubinski","Long Island","LF","0.44","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.44","0.00","0.00"
"Cohen Gomez","Stanford","P","0.44","0.00","0","0.00","0.00","0.00","0.30","-0.01","0.00","0.00","0.15","0.00","0.00","0.00"
"Cam Allen","Wright State","P","0.44","0.00","0","0.00","0.00","0.00","0.47","-0.03","0.00","0.00","0.00","0.00","0.00","0.00"
"Cooper Whitton","Loyola Marymount","RF","0.43","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.43","0.00","0.00"
"Trey King","Jacksonville State","3B","0.43","0.00","0","0.00","0.00","0.00","1.74","-0.07","-0.02","0.01","-1.23","0.00","0.00","0.00"
"Joey Wittig","Louisiana Tech","P","0.43","0.00","0","0.00","0.00","0.00","0.43","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Eric Swiencicki","Le Moyne","P","0.43","0.00","0","0.00","0.00","0.00","0.38","-0.01","0.00","0.00","0.06","0.00","0.00","0.00"
"Ty Cunningham","New Mexico","P","0.43","0.00","0","0.00","0.00","0.00","0.44","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Will Stickney","USC","RF","0.43","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.43","0.00","0.00"
"Alex Wade","North Alabama","CF","0.43","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.43","0.00","0.00"
"Tyler Howard","UC Davis","RF","0.43","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-2.53","2.96","0.00"
"Gerald Hanson","Northern Kentucky","P","0.43","0.00","0","0.00","0.00","0.00","0.25","0.00","0.00","0.00","0.18","0.00","0.00","0.00"
"Kyle Garbowski","Quinnipiac","3B","0.43","0.00","0","0.00","0.00","0.00","0.43","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Braize Mitchell","Iona","C","0.43","-0.87","191","-0.03","0.00","-0.03","0.00","0.00","0.00","0.00","-0.01","0.00","0.00","1.34"
"Ethan Wendel","Tarleton State","P","0.43","0.00","0","0.00","0.00","0.00","0.22","0.00","0.00","0.00","0.21","0.00","0.00","0.00"
"Sheehan O'Connor","NJIT","2B","0.43","0.00","0","0.00","0.00","0.00","0.23","0.00","0.18","0.01","0.00","0.00","0.00","0.00"
"Jackson McKenzie","Florida A&M","1B","0.43","0.00","0","0.00","0.00","0.00","0.46","-0.03","0.00","0.00","0.00","0.00","0.00","0.00"
"Kaden Hilburger","Bryant","P","0.43","0.00","0","0.00","0.00","0.00","0.43","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Tate Marland","Belmont","P","0.43","0.00","0","0.00","0.00","0.00","0.59","-0.05","0.00","0.00","-0.11","0.00","0.00","0.00"
"Cayden Suchy","Connecticut","P","0.43","0.00","0","0.00","0.00","0.00","0.13","0.00","0.00","0.00","0.30","0.00","0.00","0.00"
"Beckett Zavorek","Arizona State","SS","0.43","0.00","0","0.00","0.00","0.00","0.23","0.20","0.00","0.00","0.00","0.00","0.00","0.00"
"Kyuss Gargett","TCU","2B","0.43","0.00","0","0.00","0.00","0.00","0.28","-0.04","0.18","0.00","0.00","0.00","0.00","0.00"
"Marc Emmerman","San Diego State","2B","0.43","0.00","0","0.00","0.00","0.00","0.45","-0.04","0.02","0.00","0.00","0.00","0.00","0.00"
"Levin East","Southern Indiana","P","0.43","0.00","0","0.00","0.00","0.00","0.30","0.00","0.00","0.00","0.12","0.00","0.00","0.00"
"Carson Timothy","Sacramento State","P","0.43","0.00","0","0.00","0.00","0.00","0.37","0.00","0.00","0.00","0.06","0.00","0.00","0.00"
"Luke Bohonek","Western Illinois","2B","0.43","0.00","0","0.00","0.00","0.00","0.35","0.00","0.08","0.00","0.00","0.00","0.00","0.00"
"Julio Vasquez","Grambling","RF","0.43","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.43","0.00","0.00"
"Carlos Vasquez","Kansas State","RF","0.43","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.43","0.00","0.00"
"Logan Campbell","South Dakota State","P","0.43","0.00","0","0.00","0.00","0.00","0.32","0.12","0.00","0.00","0.00","0.00","0.00","0.00"
"Shane Miller","New Mexico","3B","0.43","0.00","0","0.00","0.00","0.00","0.45","-0.02","0.00","0.00","0.00","0.00","0.00","0.00"
"Ryan Self","UTSA","P","0.43","0.00","0","0.00","0.00","0.00","0.46","-0.04","0.00","0.00","0.00","0.00","0.00","0.00"
"Carter Mick","Omaha","P","0.43","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.43","0.00","0.00","0.00"
"Jose Fernandez","Bethune-Cookman","C","0.43","0.18","136","-0.15","0.31","0.16","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.09"
"Korey Cooper","McNeese","3B","0.43","0.00","0","0.00","0.00","0.00","0.35","0.09","0.00","0.00","0.00","0.00","0.00","0.00"
"Cullen Box","UT Martin","LF","0.43","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.43","0.00","0.00"
"Preston Zumwalt","Toledo","1B","0.43","0.00","0","0.00","0.00","0.00","0.28","0.00","0.13","0.01","0.00","0.00","0.00","0.00"
"James Hackett","Illinois-Chicago","RF","0.43","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.43","0.00","0.00"
"Kristian Sprawling","Southern Illinois","RF","0.43","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.43","0.00","0.00"
"Michael Powell","Penn","2B","0.43","0.00","0","0.00","0.00","0.00","0.50","-0.05","-0.02","0.00","0.00","0.00","0.00","0.00"
"Wyatt Wawro","Northern Illinois","LF","0.43","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.43","0.00","0.00"
"James Beasley","Princeton","P","0.43","0.00","0","0.00","0.00","0.00","0.43","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Nate Vidlak","Stephen F. Austin","P","0.43","0.00","0","0.00","0.00","0.00","0.43","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Rex Hauser","Maine","3B","0.43","0.00","0","0.00","0.00","0.00","1.61","0.06","0.00","0.01","-1.25","0.00","0.00","0.00"
"Will Labonte","Portland","P","0.43","0.00","0","0.00","0.00","0.00","0.33","0.00","0.00","0.00","0.10","0.00","0.00","0.00"
"Peyton Rowles","San Jose State","SS","0.43","0.00","0","0.00","0.00","0.00","0.25","0.10","0.08","0.00","0.00","0.00","0.00","0.00"
"Connor Doherty","Delaware","2B","0.43","0.00","0","0.00","0.00","0.00","0.45","0.00","-0.02","0.00","0.00","0.00","0.00","0.00"
"Austin Perando","Towson","P","0.43","0.00","0","0.00","0.00","0.00","0.43","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Raphael Dunne","UC San Diego","2B","0.43","0.00","0","0.00","0.00","0.00","0.43","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Brendan Brock","Oklahoma","CF","0.43","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.43","0.00","0.00"
"Declan Dahl","Louisiana Tech","P","0.43","0.00","0","0.00","0.00","0.00","0.41","0.00","0.00","0.00","0.03","0.00","0.00","0.00"
"Travis Peitz","George Washington","2B","0.43","0.00","0","0.00","0.00","0.00","0.08","-0.01","0.36","0.00","0.00","0.00","0.00","0.00"
"Derek Gipson","Texas Southern","2B","0.43","0.00","0","0.00","0.00","0.00","0.44","0.00","-0.03","0.02","0.00","0.00","0.00","0.00"
"Ryan Maggy","West Virginia","1B","0.43","0.00","0","0.00","0.00","0.00","0.44","0.00","-0.03","0.01","0.00","0.00","0.00","0.00"
"Talor Grubbs","New Mexico","P","0.42","0.00","0","0.00","0.00","0.00","0.42","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Cooper Consiglio","NC State","P","0.42","0.00","0","0.00","0.00","0.00","0.29","0.00","0.00","0.00","0.13","0.00","0.00","0.00"
"Cal Scolari","Oregon","P","0.42","0.00","0","0.00","0.00","0.00","0.31","0.12","0.00","0.00","0.00","0.00","0.00","0.00"
"Ryan Harrahill","Nebraska","P","0.42","0.00","0","0.00","0.00","0.00","0.42","-0.01","0.00","0.00","0.00","0.00","0.00","0.00"
"Finley Buckner","Pepperdine","3B","0.42","0.00","0","0.00","0.00","0.00","-0.23","0.32","0.00","0.00","0.33","0.00","0.00","0.00"
"Phillip Thigpen","Eastern Michigan","2B","0.42","0.00","0","0.00","0.00","0.00","0.25","-0.01","0.18","0.00","0.00","0.00","0.00","0.00"
"Henry Zatkowski","Virginia","P","0.42","0.00","0","0.00","0.00","0.00","0.43","0.00","-0.02","0.00","0.00","0.00","0.00","0.00"
"Ryan Schaffnit","Bradley","P","0.42","0.00","0","0.00","0.00","0.00","0.04","-0.02","0.00","0.00","0.40","0.00","0.00","0.00"
"Mason Pickering","Austin Peay","C","0.42","-0.99","61","-0.05","1.28","1.23","0.00","0.00","0.00","0.00","0.09","0.00","0.00","0.10"
"Connor Blue","Cincinnati","P","0.42","0.00","0","0.00","0.00","0.00","0.25","0.12","0.00","0.00","0.05","0.00","0.00","0.00"
"Mason Tymick","Long Beach State","P","0.42","0.00","0","0.00","0.00","0.00","0.20","-0.03","0.00","0.00","0.26","0.00","0.00","0.00"
"Luke Ryerse","Minnesota","P","0.42","0.00","0","0.00","0.00","0.00","0.35","0.00","0.00","0.00","0.07","0.00","0.00","0.00"
"Royce Hale","Seattle","1B","0.42","0.00","0","0.00","0.00","0.00","0.33","0.00","0.08","0.01","0.00","0.00","0.00","0.00"
"Anthony Cepeda","Wichita State","RF","0.42","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.42","0.00","0.00"
"Aidan Dowd","Fordham","P","0.42","0.00","0","0.00","0.00","0.00","0.43","-0.01","0.00","0.00","0.00","0.00","0.00","0.00"
"Michael Harpster","East Tennessee State","P","0.42","0.00","0","0.00","0.00","0.00","0.45","-0.03","0.00","0.00","0.00","0.00","0.00","0.00"
"Aidan Barry","Villanova","RF","0.42","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.42","0.00","0.00"
"Tony Konopiots","Oakland","3B","0.42","0.00","0","0.00","0.00","0.00","0.31","0.11","0.00","0.01","0.00","0.00","0.00","0.00"
"Luke Thomas","UNC Greensboro","P","0.42","0.00","0","0.00","0.00","0.00","0.21","0.11","0.00","0.00","0.11","0.00","0.00","0.00"
"Dylan Diaz","Prairie View","2B","0.42","0.00","0","0.00","0.00","0.00","0.14","-0.12","0.38","0.01","0.00","0.00","0.00","0.00"
"Taylor Takata","Hawaii","2B","0.42","0.00","0","0.00","0.00","0.00","0.42","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Jackson Pace","Pepperdine","P","0.42","0.00","0","0.00","0.00","0.00","0.42","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Anthony Mateo","Alabama A&M","P","0.42","0.00","0","0.00","0.00","0.00","0.36","0.00","0.00","0.00","0.06","0.00","0.00","0.00"
"Colby Allen","Southern Miss","P","0.42","0.00","0","0.00","0.00","0.00","0.42","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Ethan Buffone","Mercer","2B","0.42","0.00","0","0.00","0.00","0.00","0.22","0.10","0.09","0.00","0.00","0.00","0.00","0.00"
"Noah Allen","Ole Miss","P","0.42","0.00","0","0.00","0.00","0.00","0.42","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Jackson Greer","Purdue","P","0.42","0.00","0","0.00","0.00","0.00","0.23","-0.03","0.00","0.00","0.22","0.00","0.00","0.00"
"Ryan Costello","Maryland","1B","0.42","0.00","0","0.00","0.00","0.00","0.21","-0.02","0.19","0.04","0.00","0.00","0.00","0.00"
"Andrew Ray","Rhode Island","3B","0.42","0.00","0","0.00","0.00","0.00","0.42","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Mason Christopher","Seton Hall","P","0.42","0.00","0","0.00","0.00","0.00","0.48","0.00","0.00","0.00","-0.06","0.00","0.00","0.00"
"Harrison Campi","Wofford","SS","0.42","0.00","0","0.00","0.00","0.00","0.18","0.27","-0.09","0.06","0.00","0.00","0.00","0.00"
"Eric Cross","Saint Joseph's","2B","0.42","0.00","0","0.00","0.00","0.00","0.43","0.00","-0.02","0.00","0.00","0.00","0.00","0.00"
"Zac Sohosky","Miami (OH)","P","0.42","0.00","0","0.00","0.00","0.00","0.48","0.04","0.00","0.00","-0.10","0.00","0.00","0.00"
"Ryan Lee","UC Davis","C","0.42","-1.50","107","0.46","0.00","0.46","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.47"
"Trent Hillen","Northwestern State","P","0.42","0.00","0","0.00","0.00","0.00","0.42","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Jack Herring","East Carolina","RF","0.42","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.42","0.00","0.00"
"Jackson Gaspard","Mercer","P","0.42","0.00","0","0.00","0.00","0.00","0.42","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Ryan Preisano","Wake Forest","1B","0.42","0.00","0","0.00","0.00","0.00","0.33","0.00","0.09","0.00","0.00","0.00","0.00","0.00"
"Andrew Basel","Northeastern","P","0.42","0.00","0","0.00","0.00","0.00","0.36","0.00","0.00","0.00","0.06","0.00","0.00","0.00"
"Zack Zelazny","Radford","RF","0.42","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.42","0.00","0.00"
"Mac Tufts","Longwood","SS","0.42","0.00","0","0.00","0.00","0.00","0.15","0.30","-0.03","0.00","0.00","0.00","0.00","0.00"
"Zach Adams","Central Arkansas","C","0.42","0.47","189","-0.25","-0.55","-0.80","-0.33","0.00","0.00","0.00","0.00","0.00","0.00","1.09"
"TJ Adams","Arizona","CF","0.42","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.42","0.00","0.00"
"Austin Lemon","Villanova","RF","0.42","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.42","0.00","0.00"
"Zach Nagy","San Francisco","3B","0.42","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.42","0.00","0.00","0.00"
"Brett Williams","Saint Mary's (CA)","C","0.42","-0.43","265","-0.07","0.00","-0.07","0.00","0.00","-0.03","0.00","0.18","0.00","0.00","0.78"
"Filip Sarota","Lindenwood","RF","0.42","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.82","1.24","0.00"
"Jimmy Bruno","Monmouth","SS","0.42","0.00","0","0.00","0.00","0.00","0.07","0.27","0.06","0.02","0.00","0.00","0.00","0.00"
"Adam Urban","Minnesota","P","0.42","0.00","0","0.00","0.00","0.00","0.44","-0.01","0.00","0.00","0.00","0.00","0.00","0.00"
"Stow Rogers","College of Charleston","C","0.42","0.40","8","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.02"
"Ben Schechterman","Eastern Michigan","RF","0.42","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.42","0.00","0.00"
"Mitchell Morton","Xavier","C","0.42","-0.02","105","0.23","0.00","0.23","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.21"
"Brian Cadieux","Albany","P","0.42","0.00","0","0.00","0.00","0.00","0.38","-0.03","0.00","0.00","0.07","0.00","0.00","0.00"
"Jack Zeller","Butler","LF","0.42","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.42","0.00","0.00"
"John Lyman","Northern Illinois","P","0.42","0.00","0","0.00","0.00","0.00","0.37","-0.01","0.00","0.00","0.06","0.00","0.00","0.00"
"Carson Lorch","Tarleton State","2B","0.41","0.00","0","0.00","0.00","0.00","0.44","-0.03","0.00","0.00","0.00","0.00","0.00","0.00"
"Ryan Weller","Southern Indiana","P","0.41","0.00","0","0.00","0.00","0.00","0.22","-0.03","0.00","0.00","0.23","0.00","0.00","0.00"
"Wyatt Wawro","Northern Illinois","CF","0.41","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.41","0.00","0.00"
"Nico Rodriguez","Wichita State","2B","0.41","0.00","0","0.00","0.00","0.00","0.31","0.05","0.06","0.00","0.00","0.00","0.00","0.00"
"Justin Kim","Princeton","P","0.41","0.00","0","0.00","0.00","0.00","0.41","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Cal Sefcik","Cincinnati","RF","0.41","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.41","0.00","0.00"
"Michael Mayhugh","Marist","RF","0.41","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.41","0.00","0.00"
"Derek Bermudez","Jacksonville","1B","0.41","0.00","0","0.00","0.00","0.00","0.42","-0.01","0.00","0.00","0.00","0.00","0.00","0.00"
"Ethan Reader","Charleston Southern","SS","0.41","0.00","0","0.00","0.00","0.00","0.20","0.20","0.00","0.00","0.00","0.00","0.00","0.00"
"Gabriel Hernandez","Cal State Northridge","P","0.41","0.00","0","0.00","0.00","0.00","0.26","-0.01","0.00","0.00","0.16","0.00","0.00","0.00"
"Richard De Jesus","UMES","P","0.41","0.00","0","0.00","0.00","0.00","0.32","-0.03","0.00","0.00","0.12","0.00","0.00","0.00"
"Ryan Frontera","Seton Hall","3B","0.41","0.00","0","0.00","0.00","0.00","1.13","-0.06","0.00","0.07","-0.72","0.00","0.00","0.00"
"Nate Isler","Dartmouth","P","0.41","0.00","0","0.00","0.00","0.00","0.41","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Kenan Bowman","USC Upstate","LF","0.41","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.41","0.00","0.00"
"Wailele Kane-Yates","Oral Roberts","1B","0.41","0.00","0","0.00","0.00","0.00","0.44","-0.02","0.00","0.00","0.00","0.00","0.00","0.00"
"J'Shawn Unger","Nebraska","P","0.41","0.00","0","0.00","0.00","0.00","0.41","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Nick Newburn","Penn","P","0.41","0.00","0","0.00","0.00","0.00","0.24","-0.03","0.00","0.00","0.19","0.00","0.00","0.00"
"Sawyer Strosnider","TCU","CF","0.41","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.41","0.00","0.00"
"Devin Costa","Morehead State","P","0.41","0.00","0","0.00","0.00","0.00","0.44","0.00","0.00","0.00","-0.03","0.00","0.00","0.00"
"Evimael Quiles","West Georgia","P","0.41","0.00","0","0.00","0.00","0.00","0.25","-0.03","0.00","0.01","0.17","0.00","0.00","0.00"
"Adin Zorn","Duke","RF","0.41","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.41","0.00","0.00"
"Blaine French","Pacific","LF","0.41","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.41","0.00","0.00"
"Weston Fulk","Indiana State","1B","0.41","0.00","0","0.00","0.00","0.00","0.21","-0.01","0.11","0.01","0.09","0.00","0.00","0.00"
"Zach Erdman","Purdue","P","0.41","0.00","0","0.00","0.00","0.00","0.51","0.00","0.00","0.00","-0.10","0.00","0.00","0.00"
"Bryant Loving","North Alabama","2B","0.41","0.00","0","0.00","0.00","0.00","0.30","0.00","0.11","0.00","0.00","0.00","0.00","0.00"
